name,rating,ratingDate,title,content,visit_date,url
Sofitel Philippine Plaza Manila,5.0,Jun 2022,Sofitel Philippine Plaza,"Recently stayed at the Sofitel Manila and enjoyed it immensely.  Upgraded to a suite due to accor status and it was huge and spacious.  Breakfast was buffet with plenty of variety and be early on weekends. Eating venues are very busy Fri, Sat,Sun, so book a table if eating. Accor Club lounge runs from 2 til 7pm and your well looked after by Friliene and Anthony. Snaps Sports Bar is another must visit.  Really nice food, well priced drinks and great service by Paul, JP and the others. Pool and surrounds are beautiful.  Top of the list is the 6 star Filipino customer service. The best ever. A wonderful place to stay and Accor discounts apply for dining and drinks. ",May 2022,/ShowUserReviews-g298573-d301802-r841646562-Sofitel_Philippine_Plaza_Manila-Manila_Metro_Manila_Luzon.html
Sofitel Philippine Plaza Manila,3.0,24 Aug,Old blanket and saggy mattress,"I choose this hotel to celebrate my birthday but then I was disappointed. The service is good but the room is old. The mattress is sagging. I got cold during the night because of the thin blanket. It was hot and humid so i could not adjust the temp of the aircon. With this luxury hotel and the price you pay, they need to change their blankets to make up for the old rooms. Its time to renovate. ",May 2023,/ShowUserReviews-g298573-d301802-r912656967-Sofitel_Philippine_Plaza_Manila-Manila_Metro_Manila_Luzon.html
Sofitel Philippine Plaza Manila,4.0,24 Aug,Team Lunchout at Spiral,"Our reservation is smooth with the help of Dey. The function room reserved for us was elegant & spacious. All the servers & staffs are all smiles, approachable and helpful. The place and ambiance is really good. Plus we enjoyed a 40% discount because of unionbank/citibank credit card :)  Had a great time :)",July 2023,/ShowUserReviews-g298573-d301802-r912645045-Sofitel_Philippine_Plaza_Manila-Manila_Metro_Manila_Luzon.html
Sofitel Philippine Plaza Manila,5.0,24 Aug,Thank you Spiral and Dey for the Assistance!,Had a chance to go here with the corporate team as part of our get together and team lunch today 8/24/2023. we had a room dedicated to us (room 10) n spiral buffet with best assistance provided by Dey.  we are truly satisfied with the buffet and ambiance of Spiral and its worth the time. will go here again if destiny permits.,August 2023,/ShowUserReviews-g298573-d301802-r912577970-Sofitel_Philippine_Plaza_Manila-Manila_Metro_Manila_Luzon.html
Sofitel Philippine Plaza Manila,5.0,24 Aug,ACN lunch out spiral,"Today, august 24 2023 we went to Spiral Buffet at lunch time. The foods are fantastic and also a great value for money. Enjoyed having a lunch with my colleagues , this was our first time in spiral and will definitely not our last. Will go back again . And also special thanks to Dey Medina for helping us booked a reservation today. She was attentive in all of my questions . ",August 2023,/ShowUserReviews-g298573-d301802-r912574945-Sofitel_Philippine_Plaza_Manila-Manila_Metro_Manila_Luzon.html
Sofitel Philippine Plaza Manila,5.0,22 Aug,This is a hotel where I could relax comfortably in the Philippines.,"My family traveled to Manila from Korea. I stayed at Sofitel Hotel for 5 nights and 6 days. When we visited the hotel, there were a lot of tall customers, and there were big basketball decorations in the lobby, maybe because the 2023 FIBA Basketball World Cup was being held.  *Location: It was a 2-30 minute drive from NAIA International Airport. Near the hotel is Star City, an amusement park that runs from Thursday to Sunday, and the children had fun. SM Mall of Asia (MOA) and Robinson Mall are not far away when moving by car, so it was convenient to shop. When I called the car with Grab, they came to the hotel lobby quickly and moved at a low price.  *Room condition: It's an old hotel that opened in 1976, but I heard it was remodeled in 2012, and as expected, the room condition",July 2023,/ShowUserReviews-g298573-d301802-r912220765-Sofitel_Philippine_Plaza_Manila-Manila_Metro_Manila_Luzon.html
Sofitel Philippine Plaza Manila,5.0,21 Aug,My fave hotel with yummy food in PH,I finally returned here since pre-pandemic and I'm pleasantly surprised by the changes to their menu which is now more health conscious but still yummy by my standards. Big thanks to Roche and Sally from Club Mellisime for accommodating all my requests while there. Already looking forward to my next stay here!,August 2023,/ShowUserReviews-g298573-d301802-r911925100-Sofitel_Philippine_Plaza_Manila-Manila_Metro_Manila_Luzon.html
Sofitel Philippine Plaza Manila,5.0,21 Aug,Best of the best,"The Best experience by far this year. I was greeted by Jaq and Iyrah at Club Millisime during my stay at the hotel. Their service, the hospitality, friendliness is definitely world class. Also, Jen of Le Spa was out of this world. ",August 2023,/ShowUserReviews-g298573-d301802-r911907749-Sofitel_Philippine_Plaza_Manila-Manila_Metro_Manila_Luzon.html
Sofitel Philippine Plaza Manila,5.0,21 Aug,Housekeeping Team,"Our whole stay in Sofitel Plaza hotel was very pleasant the whole time. Shout out to the housekeeping department. Miyagi, Marilyn, Mary and JP were all very kind and accommodating. They made us felt special. Our room was always clean and tidy. Love our stay at Sofitel.You are lucky to have these wonderful people in your housekeeping dept. Excellent quality of care. Highly recommended. ",August 2023,/ShowUserReviews-g298573-d301802-r911863067-Sofitel_Philippine_Plaza_Manila-Manila_Metro_Manila_Luzon.html
Diamond Hotel Philippines,4.0,24 Aug,nice stay,"stay was generally ok: clean room and bathroom, good quality breakfast buffet, bed and pillows just right. but had to ask to turn off some lamps because the switches did not work. difficult to sleep if the lamps are on. clean pool. ",August 2023,/ShowUserReviews-g298573-d306018-r912746252-Diamond_Hotel_Philippines-Manila_Metro_Manila_Luzon.html
Diamond Hotel Philippines,5.0,23 Aug,Stay at Diamond,"We have an excellent experience at Diamond Hotel. We booked as Indulgence member and the perks were superb. We availed the B1T1 room, had my birthday cake, 50% off to my total bill at Yuraken Teppanyaki and the complimentary dinner at Corniche. Further, the staff are friendly and accommodating. ",August 2023,/ShowUserReviews-g298573-d306018-r912341336-Diamond_Hotel_Philippines-Manila_Metro_Manila_Luzon.html
Diamond Hotel Philippines,3.0,22 Aug,Quick Holiday Vacay,Nice location if you want to see the Manila Bay. Has a pool but gets busy and very crowded since it was a holiday. There’s a Starbucks and nearby restaurants if you want to eat out. Hotel’s Ensaimada at the lobby lounge is amazing and will always be worth the visit!,August 2023,/ShowUserReviews-g298573-d306018-r912302972-Diamond_Hotel_Philippines-Manila_Metro_Manila_Luzon.html
Diamond Hotel Philippines,4.0,21 Aug,Nice hotel and very good location,"The staffs are very friendly and helpful. Nice rooms and facilities. Food is a little bit expensive and no discounts are given to in-house guests. Very accessible location and nice sea view. Overall, good value for money.",August 2023,/ShowUserReviews-g298573-d306018-r911887003-Diamond_Hotel_Philippines-Manila_Metro_Manila_Luzon.html
Diamond Hotel Philippines,5.0,19 Aug,Excellent Hotel and excellent staff!,"We really enjoyed our stay, hotel staff was very accommodating and friendly! The facilities are excellent too! Food was great and we really enjoyed eating at the corniche. Highly recommended hotel and we’ll definitely come back. ",August 2023,/ShowUserReviews-g298573-d306018-r911602019-Diamond_Hotel_Philippines-Manila_Metro_Manila_Luzon.html
Diamond Hotel Philippines,5.0,19 Aug,Amazing day at Diamond Hotell,"We had an amazing day and the view is beautiful also the people are friendly and the food is so delicious we enjoyed our short vacation,they gave us a good day,Thank you so much.Till our next vacation we love Diamond Hotel",August 2023,/ShowUserReviews-g298573-d306018-r911582647-Diamond_Hotel_Philippines-Manila_Metro_Manila_Luzon.html
Diamond Hotel Philippines,2.0,19 Aug,PHOTOSHOOT FEE 5000 ADDITIONAL CHARGES DISAPPOINTING,"Hi, just want to say that we didn't expect the 5,000 extra charges for photoshoot fee :( we thought that photoshoot fee of 20k is for the whole day of event and for the function room only. Your staff didn't told me about the time of photoshoot!",August 2023,/ShowUserReviews-g298573-d306018-r911456844-Diamond_Hotel_Philippines-Manila_Metro_Manila_Luzon.html
Diamond Hotel Philippines,5.0,16 Aug,Diamond Hotel Stay - A review,"Everything about the hotel is just so lit. We enjoyed our stay with all the services we have acquired. From the staffs to all the services, we can't say anything but purely amusement. Will definitely comeback!",August 2023,/ShowUserReviews-g298573-d306018-r910877982-Diamond_Hotel_Philippines-Manila_Metro_Manila_Luzon.html
Diamond Hotel Philippines,5.0,15 Aug,very comportable~~,"everything was good~ breakfast, room condition, kindness, wifi..... I stayed on the 22nd floor.  don't know about other floors, but my room was not old at all, and the water pressure in the bathroom was good. The bed also helped me sleep comfortably. I feel grateful to all the kind staff I met from check-in to leaving there.",August 2023,/ShowUserReviews-g298573-d306018-r910502796-Diamond_Hotel_Philippines-Manila_Metro_Manila_Luzon.html
Diamond Hotel Philippines,4.0,13 Aug,Need to renovate,"Rooms has no doorbell, carpet hallways smells of old, my allergic rhinitis act up bec of the smell, the fixtures & Bathroom need to renovate. The style are outdated.  Pool area a guest smoked so need to leave with my kids or else my asthma attack will occur.",August 2023,/ShowUserReviews-g298573-d306018-r910178668-Diamond_Hotel_Philippines-Manila_Metro_Manila_Luzon.html
The Manila Hotel,1.0,19 Aug,Unsatisfactory stay,"Totally unsatisfactory stay, they decided to change our reservation without our approval. Additionally the installation are very old and under expected, the buffet also is not as I expected. In general Poor hotel ",August 2023,/ShowUserReviews-g298573-d304540-r911576848-The_Manila_Hotel-Manila_Metro_Manila_Luzon.html
The Manila Hotel,5.0,12 Aug,Classic Lasting Forever,"When you step into the hotel lobby,  immediately you feel the elegance sophisticated motion connected.    This is must visit hotel in Manila for it historic stories, those details in decoration and very well maintained even its already operated for 111 years and will be continuing ….  I spent entire afternoon in the hotel after visiting from Intramuros.  I will recommend to a traveler explore this two spots in your day trip together.  Because they are just near by.    This is a very “true heart of Philippines”",August 2023,/ShowUserReviews-g298573-d304540-r909742885-The_Manila_Hotel-Manila_Metro_Manila_Luzon.html
The Manila Hotel,5.0,3 Aug,Worth my money,"My first time experience at The Manila Hotel is definitely worth remembering and repeating.  We even got a free upgrade to a Sunset View Suite.  Buffet breakfast is great. My kids enjoyed the pool. Dinner buffet is sumptuous, and although they do not serve congee, the chef cooked congee for my toddler. ",July 2023,/ShowUserReviews-g298573-d304540-r907705099-The_Manila_Hotel-Manila_Metro_Manila_Luzon.html
The Manila Hotel,1.0,Jul 2023,The worst experience ever in Manila,"My husband and I used to live in The Philippines and really loved it (specifically Baguio City). We had a wedding celebration on June 24th and decided to book rooms for our family from the USA for them to experience Manila. We actually stayed in The Manila hotel for two consecutive times before booking our family's room and both stays were ""okay"". There were few misunderstandings about the ""all day breakfast"" and some little things but, we let them go because we taught that our family should still experience The Manila Hotel since we won't be back with them for a long time. The regular staffs were nice and very courteous however, we always had problems with the ""managers"". The managers in The Manila hotel were too strict and cannot bend rules. My husband asked nicely if our",June 2023,/ShowUserReviews-g298573-d304540-r903246342-The_Manila_Hotel-Manila_Metro_Manila_Luzon.html
The Manila Hotel,4.0,Jul 2023,The Grande Dame of Manila,"The Grande Dame of Manila hotels, for many decades, it was THE place all famous people and dignitaries used while visiting Manila.  It still exudes a certain ambiance and many couples like to imbue their wedding ceremony with history and charm by hosting the event here.  We checked out the lobby and visited the suite General Douglas Macarthur formerly occupied while executing his Pacific operations.  The hotel lobby and passageways are dated as is the General’s suite.  For a sense of history and nostalgia, this would be the place to stay, but for optimum comfort and leisure, I prefered the feel of the Peninsula.",June 2023,/ShowUserReviews-g298573-d304540-r901759356-The_Manila_Hotel-Manila_Metro_Manila_Luzon.html
The Manila Hotel,5.0,Jul 2023,Family Staycation,"Tho a bit old fashioned, they still maintained it clean.  We stayed here for a birthday staycation. I would like to commend the Front desk staff Maxx for being so welcoming and thoughtful.   I highly recommend also the room service dish, halal-rogan josh. It was the best! I still miss it to this day.   Everyone was nice and accomodating.  Keep it up!   Suggestion- to have a emergency button inside the sauna.   Till next time. Thank you.",June 2023,/ShowUserReviews-g298573-d304540-r901499480-The_Manila_Hotel-Manila_Metro_Manila_Luzon.html
The Manila Hotel,4.0,Jul 2023,A well maintained historical hotel!,"I love history so staying at the Manila hotel is like traveling back to the history of the Philippines. Love the classic interior design and spacious guest room.  Bonus part is a personal tour for guests to the hotel museum room and the MacArthur Suite where General MacArthur used to stay.  Staffs are very nice and friendly. I was very impressed by an intern staff, Richard, who took me on a hotel tour. He has done a good homework so I could not tell that he has just started working at the hotel for a few months.  The downside... the guest room floor is dated. Hope that the hotel will renovate it soon.",June 2023,/ShowUserReviews-g298573-d304540-r899882350-The_Manila_Hotel-Manila_Metro_Manila_Luzon.html
The Manila Hotel,1.0,Jul 2023,NOT RECOMMEND,"I was very disappointed. I stayed at here because it was a prestigious hotel, but the reception staff said different things one by one, and they didn't stop talking during the service. As others say, there are problems with facilities and Wi-Fi connection is quite difficult. It was a low floor with only a roof visible from the window, there was no explanation of the building or room, and one bedside outlet was broken. The breakfast I had at room service was curry flavored pancakes. I will never use it again.",May 2023,/ShowUserReviews-g298573-d304540-r899522780-The_Manila_Hotel-Manila_Metro_Manila_Luzon.html
The Manila Hotel,4.0,May 2023,Manila Hotel at its best,"This is a late review since my membership with the hotel will expire this May 2023. First, the hotel was ofcourse, grand... The hotel was always full of guests. The people at the front desk were professional, assisting you in the best way they could, a smile from them could add more points , as they were all serious, maybe because as i said so many guests always. The breakfast buffet and dinner buffet was ofcourse plenty and delicious but really expensive, maybe because of the name it carries, Manila Hotel... I so like the free chocolate with the hotel design, i even kept the box package as a souvenir. The only problem that concern me a lot is the location, since it is within the tourist spot location which is a plus for tourists.. but for me i prefer hotel near a supermarket",May 2023,/ShowUserReviews-g298573-d304540-r891966139-The_Manila_Hotel-Manila_Metro_Manila_Luzon.html
The Manila Hotel,3.0,May 2023,Nice staycation!,"I was expecting a “grandeur” experience but I think I expected too much.  We booked the Champagne room for our Wedding Anniversary dinner with the children and booked a couple of rooms for overnight.  Thanks to the expertise and good reservation personnel Arielle, we got a great deal on both dinner and overnught stay.  The hotel was fully booked that time and several occasions or events were going on  at the same time do the lobby and elevators were a bit chaotic.  The welcoming staff tried their best to manage the people’s going ons and security was excellent.  Check in and check out was a breeze despite the volume of guests checking in and checking out.  We even had a chance to try their spa, as a treat from one of our children and it was very nice.  Over-all, our experience",May 2023,/ShowUserReviews-g298573-d304540-r891265615-The_Manila_Hotel-Manila_Metro_Manila_Luzon.html
Hotel H2O,5.0,23 Aug,Excellent Hotel for Families,"Hotel H2O  Manila  Excellent Hotel for Families  Thank you so much Hotel H2O for one of the best stays we had in a hotel.   We love the hospitality and accommodation. My kids also super love the room- we were at the Aqua Supreme room.  From booking, help over the phone - Ms. Maris, Ms Ella, concierge service to check in (Ms Kate, Ms Kaye) to the chef and staff of Makkan Makkan, to the excellent Spa service too - only there was no hot bed treatment available:( To the team who fed the fishes too when we requested.   Thank you so much again for the warm welcome and for going the extra mile in making my daughter’s 5th birthday be memorable. More blessings and power to all of you po.  We will be back in September or October 2023.  Many thanks to all of you.  Aimee",August 2023,/ShowUserReviews-g298573-d1230302-r912404820-Hotel_H2O-Manila_Metro_Manila_Luzon.html
Hotel H2O,5.0,Nov 2022,Perfect package for coulpes,"Perfect weekend getaway for couples. The room is very spacious and nice. The view is fantastic! It comes with a ticket for 2 in Manila Ocean Park, a welcome drink, and free breakfast buffet. Worth the money. Good experience. Would definately go back and highly recommend this place.",November 2022,/ShowUserReviews-g298573-d1230302-r868368874-Hotel_H2O-Manila_Metro_Manila_Luzon.html
Hotel H2O,5.0,Jul 2023,Weekend relax,"It's a nice hotel for me. Seeing the nice sunset seaside view from our room.  The room itself were okay , beds are comfy clean. Food were okay-ish. From front desk personnel to other staff members were very friendly and accommodating.",July 2023,/ShowUserReviews-g298573-d1230302-r901048301-Hotel_H2O-Manila_Metro_Manila_Luzon.html
Hotel H2O,2.0,Jun 2023,Family Vacation,"Hotel is located next to Manila Ocean Park.  The reason I booked for this hotel is the room rate and to accommodate the number of our family.  Though, I was not amazed with the hotel overall experience.  From the drop off area, especially at night, I feel it is unsafe and not suitable.  The ramp going to the main level is dark at night, no lights at all.  Hotel hallways carpet has musty smell and smoking smell and looks dirty.  Specially the rooms carpet, it is old, worn out and musty smell.  One of the room we have, the in-room phone is broken and covered with full dust.  The other room, ceiling has black stain or mildew build up from the AC condensation.  My room closet door was broken.  Dining options is not much on this hotel specially at night.  You have travel outside to",June 2023,/ShowUserReviews-g298573-d1230302-r898551596-Hotel_H2O-Manila_Metro_Manila_Luzon.html
Hotel H2O,5.0,Jun 2023,Love the room☺️,"Super great experience, the staff is great and very accommodating. My family love the room with aquarium specially to my younger brother. I want to come back again with my family and friends also. ☺️☺️",June 2023,/ShowUserReviews-g298573-d1230302-r898021443-Hotel_H2O-Manila_Metro_Manila_Luzon.html
Hotel H2O,1.0,Jun 2023,Terrible experience! ,"In the past 3 years worst experience we had was in this hotel. We booked the highest category suit room thinking to have a nice time. The first day was okay although there was very little pressure of water in the jacuzzi. The horror starts next day from the morning after we came back to our room, having our breakfast, the AC wasn't working properly. The room was sea facing and it was a hot day, first we gave it to the heat and sun facing room that it's taking time to cool but after an hour we complained about it to the reception, the technicians tried for several hours without any result. By that time our vacation already got spoilt, we asked for changing the room, to which, we came to know that's the only room in that category. Now we went for downgrading the category to escape",September 2022,/ShowUserReviews-g298573-d1230302-r895879745-Hotel_H2O-Manila_Metro_Manila_Luzon.html
Hotel H2O,3.0,Jun 2023,Delayed,"Front desk and concierge don't have propper communication.  The fact that the front desk is far from concierge we advice them to prepare our luggage downstair in advance for us to pick up our things when we get back, we are on a hurry as we are running out late for meetings. After an hour we arrived at the lobby and they are just about to pick up our things.  Addition to that lugagge upon arrival was delayed too.  Rooms have small cockroach and lots of ants too. They should have pest control since infants and toddlers are staying in your hotel to.",June 2023,/ShowUserReviews-g298573-d1230302-r895650774-Hotel_H2O-Manila_Metro_Manila_Luzon.html
Hotel H2O,4.0,May 2023,Okay naman for deluxe room,"We stayed at deluxe bay room, i think all of what you think of is okay for me. Jacuzzi, view, spacious, etc.,  Down side is, you can hear the loud music from bar or resto, tv from other room. Need to have a white noise or just bring ear plugs if sensitive yung ears mo.",May 2023,/ShowUserReviews-g298573-d1230302-r892174406-Hotel_H2O-Manila_Metro_Manila_Luzon.html
Hotel H2O,2.0,Apr 2023,Lower your expectations,"AC vent is very dirty, linen and towels are tattered, small insects crawling in the bed. I had extra adult with me and i paid full for her accomodation and caught by suprise that breakfast is not included. Such a disappoinment.",April 2023,/ShowUserReviews-g298573-d1230302-r887757127-Hotel_H2O-Manila_Metro_Manila_Luzon.html
Hotel H2O,2.0,Apr 2023,Not What I Expeccted Hotel H2O Stay,"Stayed in a park view room.  They advertised the check in time to be 2pm but when we got there at 230pm, the rooms were not ready yet and no apology on their part and was told to just sit down and wait.  When we got to the room, electric plugs were not all working, some plugs were loose.  The mini ref was not really working even after adjusting the thermostat, the drinks remained warm.  In terms of service, it took a lot of time to get service.  From the frontdesk, housekeeping and restaurant.  When we dined in, the food arrived and the staff did not setup plates and utensils.  They also do not serve service water and you had to still buy if you want water.  We had to wait and the food got cold for them to provide plates and utensils.  Pool was also not in a good location and it",April 2023,/ShowUserReviews-g298573-d1230302-r885624068-Hotel_H2O-Manila_Metro_Manila_Luzon.html
The Bayleaf Intramuros,3.0,7 Aug,Rating it as Good,"First time booking in this hotel. We booked the Deluxe Queen Room during our stay. I like that the room was spacious especially the bathroom. I am certainly delighted with the area. The bed is comfortable to sleep on and the pillows have just enough firmness. Though I noticed that the air conditioning was not enough to cool the room. We have to remove our blankets during sleep as we are feeling hot. We could also cannot adjust properly as the control dial is unreadable. Also, there is precipitation from the vent that drips on the floor.   The room does not have slippers, so better bring your own. However they will provide one with a cost.   The walls have water pockets caused by rains, and water is seeping inside from the window as it rained heavy last night.   Mobile signal is",August 2023,/ShowUserReviews-g298573-d2410887-r908707650-The_Bayleaf_Intramuros-Manila_Metro_Manila_Luzon.html
The Bayleaf Intramuros,5.0,Jul 2023,Intramuros Experience,Very nice hotel. Friendly staff. Smooth service. Had a little problem with our door but it was immediately attended to. Hotel has good food as well. Check out their Sky Bar for a relaxing and chill night. ;),July 2023,/ShowUserReviews-g298573-d2410887-r902601766-The_Bayleaf_Intramuros-Manila_Metro_Manila_Luzon.html
The Bayleaf Intramuros,5.0,Jul 2023,Just do it,"Enjoy your stay it was fantastic . The staff was incredibly good , the room spotlessly clean and food in the penthouse fantastic... just do it.. everything you need is there easy access to the areas around and close to the embassy just do it",June 2023,/ShowUserReviews-g298573-d2410887-r901266041-The_Bayleaf_Intramuros-Manila_Metro_Manila_Luzon.html
The Bayleaf Intramuros,4.0,Jul 2023,Prime location in Intramuros ,"Lovely hotel in toucing distance of Intramuros Fort walls. Rooms are clean and comfortable but probably a bit dated. We strongly recommend dining at their Skydeck with magnificent views of Manila. All hotel staff are excellent and very helpful and special mention goes to PJ a waiter in Skydeck, he was so helpful.  The only real negatives, we were turned away from breakfast as staff said I had to wear a sleeved shirt. Not really a problem but this was the first mention of this policy so I went back to our room and changed. Then when I sat down to eat my omelette I found a rather nasty looking hair inside it and my coffee wasn't brought to our table until we were just finished. ",July 2023,/ShowUserReviews-g298573-d2410887-r899770249-The_Bayleaf_Intramuros-Manila_Metro_Manila_Luzon.html
The Bayleaf Intramuros,4.0,Jun 2023,An experimental change that turned into a nugget.  Well worth the traffic to get go.,"The room was nice, the bed and pillows comfy. Nice bathroom.  Reception was easy and nice to check in.  Great location in Intramouros.  The rooftop restaurant is lovely, and above that is a nice bar area with nice views over the old city. The menus are not great, or the Pizzas, but the food will do. For westerners, just have toast and coffee. The Filipino breakfast is great for them, and they are the majority of guests!! If only the hotel had a swimming pool, the hotel was very good. But with a pool it would be oustanding. Hopefully go back again.",June 2023,/ShowUserReviews-g298573-d2410887-r898581858-The_Bayleaf_Intramuros-Manila_Metro_Manila_Luzon.html
The Bayleaf Intramuros,5.0,Jun 2023,2 nights at Bayleaf Suite,We availed 2 nights for the Bayleaf Suite for our wedding and we enjoyed our stay. The staffs are very polite and we also loved the breakfast buffet 😊 their bistek is to die for. will surely visit again!,June 2023,/ShowUserReviews-g298573-d2410887-r898105701-The_Bayleaf_Intramuros-Manila_Metro_Manila_Luzon.html
The Bayleaf Intramuros,5.0,Jun 2023,An enjoyable overnight stay,We followed other reviews when we googled one night stays in Manila and they were spot on! Clean comfortable rooms with a nice outlook in an historic part of the city which was good for a morning walk. Staff were excellent and can highly recommend the rooftop bar and restaurant with 360 degree views.,May 2023,/ShowUserReviews-g298573-d2410887-r897931184-The_Bayleaf_Intramuros-Manila_Metro_Manila_Luzon.html
