,name,location,rating,rating_date,title,content,visit_date,url,type,ratingDate,user_link,user_name,purpose,review_date
20,Waling Waling Cafe - Acacia Hotel Davao,Davao City,5.0,"August 2, 2023",Breakfast at waling-waling,"Great variety of food selections. Great. Hospitality at its best.
No beer allowed in the rooms.
Happy to be back again.",Date of visit:,/ShowUserReviews-g298459-d23579215-r907274452-Waling_Waling_Cafe_Acacia_Hotel_Davao-Davao_City_Davao_del_Sur_Province_Mindana.html,restaurant,,,,,
21,Waling Waling Cafe - Acacia Hotel Davao,Davao City,5.0,"July 30, 2023",happy tummy!,the waiters and waitresses are attentive and polite.  they pick the soiled plates quickly which make the breakfast table clean and more cozy to stay.,Date of visit:,/ShowUserReviews-g298459-d23579215-r906648670-Waling_Waling_Cafe_Acacia_Hotel_Davao-Davao_City_Davao_del_Sur_Province_Mindana.html,restaurant,,,,,
22,Waling Waling Cafe - Acacia Hotel Davao,Davao City,5.0,"July 28, 2023",Excellent Experience,Great experience. Great food! Wide range of food options for breakfast. Rooms are big as well. Thank you!,Date of visit:,/ShowUserReviews-g298459-d23579215-r906083029-Waling_Waling_Cafe_Acacia_Hotel_Davao-Davao_City_Davao_del_Sur_Province_Mindana.html,restaurant,,,,,
23,Waling Waling Cafe - Acacia Hotel Davao,Davao City,5.0,"July 28, 2023",We stayed here for 5days and fr the entire stay the food is superb! room is super spacious and clean,We stayed here for 5days and fr the entire stay the food is superb! room is super spacious and clean,Date of visit:,/ShowUserReviews-g298459-d23579215-r906082011-Waling_Waling_Cafe_Acacia_Hotel_Davao-Davao_City_Davao_del_Sur_Province_Mindana.html,restaurant,,,,,
24,Waling Waling Cafe - Acacia Hotel Davao,Davao City,5.0,"July 23, 2023",Excellent experience as always,I always love the food in waling waling cafe. Staffs are very hospitable and approachable specially ma'am Christine. She assisted my request very well and I give her 5 star for that.,Date of visit:,/ShowUserReviews-g298459-d23579215-r904879497-Waling_Waling_Cafe_Acacia_Hotel_Davao-Davao_City_Davao_del_Sur_Province_Mindana.html,restaurant,,,,,
25,Waling Waling Cafe - Acacia Hotel Davao,Davao City,5.0,"July 23, 2023",Review,"Best customer service. The attendants are super attentive and very kind, thank you so much will dine again especially to Ms. Christine! Thanks",Date of visit:,/ShowUserReviews-g298459-d23579215-r904877843-Waling_Waling_Cafe_Acacia_Hotel_Davao-Davao_City_Davao_del_Sur_Province_Mindana.html,restaurant,,,,,
26,Waling Waling Cafe - Acacia Hotel Davao,Davao City,5.0,"July 21, 2023",Its good,"The food is good, the breakfast has a wide selection of different variations of fruits, bread, and viands.",Date of visit:,/ShowUserReviews-g298459-d23579215-r904431828-Waling_Waling_Cafe_Acacia_Hotel_Davao-Davao_City_Davao_del_Sur_Province_Mindana.html,restaurant,,,,,
27,Waling Waling Cafe - Acacia Hotel Davao,Davao City,5.0,"July 21, 2023",Breakfast At Waling Waling,Very Accommodating and The food Is Great. Hoping the Food Selection is Wider and Much more Diverse..,Date of visit:,/ShowUserReviews-g298459-d23579215-r904431696-Waling_Waling_Cafe_Acacia_Hotel_Davao-Davao_City_Davao_del_Sur_Province_Mindana.html,restaurant,,,,,
28,Waling Waling Cafe - Acacia Hotel Davao,Davao City,5.0,"July 21, 2023",nice,"Great for family vacation, must go especially there food is nice and the place is relaxing and the staff r nice",Date of visit:,/ShowUserReviews-g298459-d23579215-r904431674-Waling_Waling_Cafe_Acacia_Hotel_Davao-Davao_City_Davao_del_Sur_Province_Mindana.html,restaurant,,,,,
29,Waling Waling Cafe - Acacia Hotel Davao,Davao City,5.0,"July 18, 2023",Birthday celebration,"Delicious food
Excellent waiter
Good ambiance
Friendly staff and waiters
Very accomadating
By leoven",Date of visit:,/ShowUserReviews-g298459-d23579215-r903911690-Waling_Waling_Cafe_Acacia_Hotel_Davao-Davao_City_Davao_del_Sur_Province_Mindana.html,restaurant,,,,,
30,Siam Lounge,Davao City,5.0,"August 23, 2023",Nice place to relax,Staffs are very accommodating specially Britney. Drinks are so good and I like the ambiance of the lounge.,Date of visit:,/ShowUserReviews-g298459-d17185512-r912304088-Siam_Lounge-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
31,Siam Lounge,Davao City,5.0,"August 5, 2023",Excellent experience,Very nice and well-maintained establishment with excellent hospitality service from the wonderful Shane on the F&B side and Melody from the Spa facility.  Will definitely come back without hesitation. Daghang salamat/Sawadee ka!,Date of visit:,/ShowUserReviews-g298459-d17185512-r907932778-Siam_Lounge-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
32,Siam Lounge,Davao City,5.0,"August 2, 2023",EXCELLENT FOOD AND SERVICE,"Amazing place where you can eat breakfast, very affordable price and delicious food. You can choose whatever you want. And the most exciting part is our waitress named Relyn is very accommodating and helpful. she help us to choose what to eat. She help my...mom and dad which is senior already. I really miss this place.",Date of visit:,/ShowUserReviews-g298459-d17185512-r907414710-Siam_Lounge-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
33,Siam Lounge,Davao City,5.0,"August 1, 2023",Engagement Dinner,"Every time I dine here , Siam Lounge always provide good and quality services. What a great experience! The ambience is really elegant. The staffs are very hospitable especially Shane , I will never forget this girl who witnessed the special moment of how me...and my fiancé met. I would like to give a big appreciation to her for being so hardworking , friendly , humble and her character really suits in hospitality industry. I highly recommend this place as well. The cocktails ? The best! Thank you Philip the bartender for mixing the drinks very well it’s hella good and for sure we will recommend your mix to our corporate friends. Come and experience the Siam way! I will surely come back soon!",Date of visit:,/ShowUserReviews-g298459-d17185512-r907102892-Siam_Lounge-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
34,Siam Lounge,Davao City,5.0,"July 31, 2023",Siam Lounge,Philip the Bartender surprised me with his awesome Gin and Tonic. Wow 5 star. The mix and the citrus makes this drinks the best in Davao . I will be back  for sure. One of Davaos  must try.,Date of visit:,/ShowUserReviews-g298459-d17185512-r906974653-Siam_Lounge-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
35,Siam Lounge,Davao City,5.0,"July 26, 2023",Loving it here.,My favorite place to be. Stayed in Dusit Thani for  summer . I always look forward to hang out in Siam Lounge. Mark (bartender) make the best mango Margarita. Their supervisor Joy is super sweet. Her smile lights the whole lounge. She is such a...sweetheart and very helpful so accommodating. She always make me feel special. The lounge is so relaxing perfect place to hang out with friends and family. Listening to music/piano is the best while having dinner with my favorite drink of course. I will miss Siam Lounge when I go home for sure. I haven’t left this hotel yet and I already wanted to go back❤️,Date of visit:,/ShowUserReviews-g298459-d17185512-r905709955-Siam_Lounge-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
36,Siam Lounge,Davao City,5.0,"July 25, 2023",Best Merienda Buffet and Best Service to keep,"Me and my 3 friends dine/tried again the Merienda Buffet @ Siam Lounge. Pur second time to dine. Nice place to meet with friends. The buffet was filled much of Filipino Snacks. 

We were very happy of the excellent service provided by Ms. Joy, my...friends and I were able to talk comfortably and our requests personally attended. Thank you so much you deserve recognition as you always go above and beyond on your duties to treat the hotel guests, and you are a valuable asset to the hotel and my primary reason fo staying and coming back again.

She always smiles even on her busiest time (insert a smile with a heart).
She's a keeper. Nothing beats great service.",Date of visit:,/ShowUserReviews-g298459-d17185512-r905479571-Siam_Lounge-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
37,Siam Lounge,Davao City,5.0,"June 18, 2023",Excellent,Thank you for the excellent service Joy Mier. The mango shake tastes very good. I would rate the experience a 10/10.,Date of visit:,/ShowUserReviews-g298459-d17185512-r895673840-Siam_Lounge-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
38,Siam Lounge,Davao City,5.0,"June 17, 2023",Cocktails,"My mom and I went for drinks, and our bartender Philip was very friendly and accommodating. The drinks were made perfectly.",Date of visit:,/ShowUserReviews-g298459-d17185512-r895562042-Siam_Lounge-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
39,Siam Lounge,Davao City,5.0,"June 14, 2023",Amazing Ambiance,"Excellent service , very accommodating and great entertainers for tonight. We recommend this Bar for making us happy as we celebrated my niece graduation day. Thank you Ma'am Joy for making it extra special. Thanks to.your staff. We will come back again with my whole...family. I will recommend everyone to visit as we really enjoy our night.",Date of visit:,/ShowUserReviews-g298459-d17185512-r895038733-Siam_Lounge-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
40,Siam Lounge,Davao City,4.0,"June 6, 2023",Nice - But Not For Me,"Lovely ambience and enjoyed the pianist and singer while we were there. Ordered Scotch and Soda and got scotch on ice. Staff seemed confused so ordered Soda water.   Didn’t actually find it very friendly and seemed like a place where people pretending to be better...than others go, so didn’t stay long.",Date of visit:,/ShowUserReviews-g298459-d17185512-r893719947-Siam_Lounge-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
41,Siam Lounge,Davao City,5.0,"June 3, 2023",Siam lounge sublime,"“Anna and the King” is a must try for your evening cocktail., a hint of unexpected spice. Would I order it again? Definitely, as long as Phillip makes it for me. Absolute star! The rest of the staff were brilliant too. Special mention to Niña,...Queennie,Joseph, Lovely, Shane, Relyn and Vin of Siam lounge. Also, Diego and Mark of concierge and the guards  who are great ambassadors for the hotel and have made our stay here a complete pleasure.",Date of visit:,/ShowUserReviews-g298459-d17185512-r893214020-Siam_Lounge-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
42,Siam Lounge,Davao City,5.0,"May 17, 2023",Amazing people,"Philip, Relyn and Quennie are entertained me a lot during my stay here. All the staff are friendly, helpful and approachable. One of the must try (if you love to drink) is the Philip's cocktails, they're amazing!! You will also be entertained by Relyn ans...Quennie when you sit at the bar. You will definitely enjoy your stay here.",Date of visit:,/ShowUserReviews-g298459-d17185512-r890692158-Siam_Lounge-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
43,Siam Lounge,Davao City,5.0,"April 27, 2023",Visiting every month,"Their staff ""Relyn"" is very helpful and approachable.
She helped me avail the discount and helped me pick some good food.",Date of visit:,/ShowUserReviews-g298459-d17185512-r887956035-Siam_Lounge-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
44,Siam Lounge,Davao City,5.0,"April 24, 2023",Salamat ,"So lovely place, Nice music, friendly staffs, great food and original cocktails.Salamat for the good time!",Date of visit:,/ShowUserReviews-g298459-d17185512-r887489085-Siam_Lounge-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
45,Benjarong Bar and Restaurant Davao,Davao City,5.0,"August 14, 2023","Wonderful Birthday , We will surely comeback",Had a wonderful time .It was my birthday and they made sure to make it extra special . They are very welcoming and accommodating to our needs.,Date of visit:,/ShowUserReviews-g298459-d19324002-r910218831-Benjarong_Bar_and_Restaurant_Davao-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
46,Benjarong Bar and Restaurant Davao,Davao City,5.0,"July 30, 2023",Best Thai Dining experience in Davao City!,This restaurant is the crown jewel of Dusit hotel as it features some of the best and most delicious Thai food in Davao City. Thank you Rhona for creating an amazing and memorable dining experience for my family and me!,Date of visit:,/ShowUserReviews-g298459-d19324002-r906687706-Benjarong_Bar_and_Restaurant_Davao-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
47,Benjarong Bar and Restaurant Davao,Davao City,5.0,"July 26, 2023",Dinner at Benjarong,"Had a wonderful time at Dusit Davao last night. Great food, ambiance and excellent service as always!",Date of visit:,/ShowUserReviews-g298459-d19324002-r905637280-Benjarong_Bar_and_Restaurant_Davao-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
48,Benjarong Bar and Restaurant Davao,Davao City,5.0,"July 26, 2023",1st time inside,"The food taste great and the services is great too, the view is great and the pool is beautiful clear water and the security is great.",Date of visit:,/ShowUserReviews-g298459-d19324002-r905607342-Benjarong_Bar_and_Restaurant_Davao-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
49,Benjarong Bar and Restaurant Davao,Davao City,5.0,"July 18, 2023","Celebrating another added year at Benjarong, Dusit Thani Davao","Celebrating my 24th Birthday with a blast! Thank You Ben Jarong Dusit Thani, Davao for the sumptuous and memorable Dining experience. The Thai inspired ambiance indeed give us elegant comfort ❤️☺️

Special Thanks to Ms. Rexelle Arriesgado for the warmth welcome, such a very attentive...and responsive manager all the time 😇

Benjarong is offering also mock-tails and cocktails. We had our cocktails mixed by Jay-Ar and this, absolutely the talks of the circle of your friends once you sip, swirl and swallow! The best and Flavorful 😋

Exceeding more of my expectations about Dusit Thani, Davao! One of the best experiences you will love to reminisce about all your life 😇🥰🎂",Date of visit:,/ShowUserReviews-g298459-d19324002-r903819679-Benjarong_Bar_and_Restaurant_Davao-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
50,Benjarong Bar and Restaurant Davao,Davao City,5.0,"July 17, 2023",Great food…great service,Excellent and attentive service. Food is fresh and prepared to order. Rana is fantastic. We’ve been lucky to have her both times we’ve dined here.,Date of visit:,/ShowUserReviews-g298459-d19324002-r903691166-Benjarong_Bar_and_Restaurant_Davao-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
51,Benjarong Bar and Restaurant Davao,Davao City,5.0,"July 17, 2023",awesome,"all good, the place is so relax with acoustic band. all staff is friendly. specially Ms. Rexelle arriesgado thank you to accommodating us. i’ll be back and i recommend this to my friends. Thank you..",Date of visit:,/ShowUserReviews-g298459-d19324002-r903624934-Benjarong_Bar_and_Restaurant_Davao-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
52,Benjarong Bar and Restaurant Davao,Davao City,5.0,"July 17, 2023",Good and excellent service,"I had a wonderful Birthday celebration with my friends at Benjarong Thai and Bar restaurant here in Dusit Thani Davao.

We had so much fun having their live band while jamming with them, the staff are all accommodating specially the Bar Man JR who served...our cocktails.

The food was so delicious and had a very authentic Thai taste, The restaurant is so relaxing and the ambience was very warm because of the smiling, attentive, courteous and friendly atmosphere that the staff gave us.

I would like to say thank you for a memorable Birthday I had here in Benjarong.

The Lady manager led the team well thank you Ms. Rexelle",Date of visit:,/ShowUserReviews-g298459-d19324002-r903610705-Benjarong_Bar_and_Restaurant_Davao-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
53,Benjarong Bar and Restaurant Davao,Davao City,5.0,"July 17, 2023",Great Satisfaction 💯,"Had a  great dining experience with my friends Delicious Food + Excellent Service + Exquisite Ambience a total satisfaction.

We love the way the restaurant staff attends our needs Kudos Benjarong Davao 

Special thanks to the head Ms. Rexelle💯",Date of visit:,/ShowUserReviews-g298459-d19324002-r903595409-Benjarong_Bar_and_Restaurant_Davao-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
54,Benjarong Bar and Restaurant Davao,Davao City,5.0,"July 16, 2023",thanks ma'am rexelle,"great experience, well priced for the experience and food, nice staff and very accompanying experience and food",Date of visit:,/ShowUserReviews-g298459-d19324002-r903422230-Benjarong_Bar_and_Restaurant_Davao-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
55,Benjarong Bar and Restaurant Davao,Davao City,5.0,"July 16, 2023",Excellent and it's Finest 👍❤️,"We had a great dinning experience with my friends celebration their Birthday, the food are excellent a bit pricey but worth the price a value for your money. The service is great and the ambience is exquisite.

We had a wonderful night with my friends...having celebration here at Benjarong Davao.

Special thanks to the manager Ms. Rexelle, the barista Sir JR who made a mix a very delightful cocktails and all the staff who gave as warm service.

Truly worth the visit in Thai and Bar Restaurant we spent the night with extra miles of satisfaction.",Date of visit:,/ShowUserReviews-g298459-d19324002-r903338213-Benjarong_Bar_and_Restaurant_Davao-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
56,Benjarong Bar and Restaurant Davao,Davao City,5.0,"July 11, 2023","Birthday spark ignited in my second daughter’s heart. Unaware of Benjarong’s tradition, my girl was indeed surprised",Family birthday event to rememeber. My daughter held a memorable celebration from Benjarong’s warmest birthday greeting.,Date of visit:,/ShowUserReviews-g298459-d19324002-r902181088-Benjarong_Bar_and_Restaurant_Davao-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
57,Benjarong Bar and Restaurant Davao,Davao City,5.0,"July 10, 2023",200% recommend!,Went to Benjarong 2x for dinner with the family and the food was amazing both times! There was a live singer to entertain us. The 2nd time was to celebrate my daughter’s birthday and Rona and the crew made it such a fun and special...night for her. Crew were very friendly and accommodating. 200% recommend!!,Date of visit:,/ShowUserReviews-g298459-d19324002-r901832096-Benjarong_Bar_and_Restaurant_Davao-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
58,Benjarong Bar and Restaurant Davao,Davao City,4.0,"June 15, 2023",Amazing ,"The food is unique and delicious. Rose is amazing and attentive, she makes us comfortable during our meal.",Date of visit:,/ShowUserReviews-g298459-d19324002-r895284484-Benjarong_Bar_and_Restaurant_Davao-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
59,Benjarong Bar and Restaurant Davao,Davao City,5.0,"June 15, 2023",Birthday Dinner of my Wife & Family,We had a great time with the employee DREW! He's very accomodating and always smiling! You should have more crew like him! Very friendly guy!,Date of visit:,/ShowUserReviews-g298459-d19324002-r895257826-Benjarong_Bar_and_Restaurant_Davao-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
60,The Luk Foo Palace,Davao City,5.0,"July 30, 2023",Luk Foo,Great food. Great staff. Kristelle is exceptionally nice. The Peking Duck (two way) is highly recommended.,Date of visit:,/ShowUserReviews-g298459-d23579213-r906688616-The_Luk_Foo_Palace-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
61,The Luk Foo Palace,Davao City,5.0,"July 7, 2023",AWESOME EXPERIENCE!,Well spend with my co business man and love the food as well as the ambiance. Surely be back here with family and friends soon!😍,Date of visit:,/ShowUserReviews-g298459-d23579213-r901123961-The_Luk_Foo_Palace-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
62,The Luk Foo Palace,Davao City,5.0,"June 8, 2023",HIGHLY RECOMMENDED,They were very attentive to our needs. They pulled out the birthday surprise very well.One of the liveliest bday song preparation. Our executives love the staff.  The food was good and definitely a luxe place to celebrate every occasion. Highly recommended! 🤍,Date of visit:,/ShowUserReviews-g298459-d23579213-r893995037-The_Luk_Foo_Palace-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
63,The Luk Foo Palace,Davao City,5.0,"June 2, 2023",One of the best chinese restaurants in davao,This place is great for family dinner. All the food that we ordered were all good. I will recommend this restaurant to everyone.,Date of visit:,/ShowUserReviews-g298459-d23579213-r893076548-The_Luk_Foo_Palace-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
64,The Luk Foo Palace,Davao City,5.0,"May 26, 2023",Excellent overall,The food is so good and the service is excellent. The food is served arrived on time so the food is still hot.,Date of visit:,/ShowUserReviews-g298459-d23579213-r891970486-The_Luk_Foo_Palace-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
65,The Luk Foo Palace,Davao City,5.0,"May 25, 2023",Birthday dinner,"Had my birthday dinner here, had a best experience with my friends. Staffs are approachable and friendly.",Date of visit:,/ShowUserReviews-g298459-d23579213-r891880338-The_Luk_Foo_Palace-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
66,The Luk Foo Palace,Davao City,5.0,"May 13, 2023",Must try!,The food was amazing. It was served fast. The staff was very accommodating. Highly recommend to try this restaurant! 10/10,Date of visit:,/ShowUserReviews-g298459-d23579213-r890148427-The_Luk_Foo_Palace-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
67,The Luk Foo Palace,Davao City,5.0,"May 13, 2023",Authentic!,"The service was amazing and efficient, the food was served within a short period of time. The food tastes amazing and authentic. 10/10 would come here again 👌",Date of visit:,/ShowUserReviews-g298459-d23579213-r890148393-The_Luk_Foo_Palace-Davao_City_Davao_del_Sur_Province_Mindanao.html,restaurant,,,,,
