,name,location,rating,rating_date,title,content,visit_date,url,type,ratingDate,user_link,user_name,purpose,review_date
474,Buko Seaside Bar and Restaurant,Cebu City,5.0,"August 11, 2023",Perfect place for Family and Friends,Very nice ambiance especially at night. Yummy and delicious food servings and accommodated staff. We will come back here again soonest. Thank you so much!,Date of visit:,/ShowUserReviews-g298461-d25221039-r909510689-Buko_Seaside_Bar_and_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
475,Buko Seaside Bar and Restaurant,Cebu City,5.0,"August 11, 2023",Summer ender,"Buko Beach, have great food, great view and great service. This place is good for tourist who wants to dine with a sea view.",Date of visit:,/ShowUserReviews-g298461-d25221039-r909495094-Buko_Seaside_Bar_and_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
476,Buko Seaside Bar and Restaurant,Cebu City,5.0,"August 11, 2023",Review,"Food is delicious and the service is great, servers are friendly and nice. The view is also gorgeous, this place is really one of the places to go to in lapu-lapu.",Date of visit:,/ShowUserReviews-g298461-d25221039-r909493475-Buko_Seaside_Bar_and_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
477,Buko Seaside Bar and Restaurant,Cebu City,5.0,"August 11, 2023",Summer Escapade,"The service is great. On the other hand, the food tastes delightful.  I had really fun and I’ll definitely recommend this to everyone.",Date of visit:,/ShowUserReviews-g298461-d25221039-r909492409-Buko_Seaside_Bar_and_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
478,Buko Seaside Bar and Restaurant,Cebu City,5.0,"August 11, 2023",5 out of 5 definitely ,"The food was good, the vibe and the view were amazing. The staffs are nice and friendly. We enjoyed the experience in buko",Date of visit:,/ShowUserReviews-g298461-d25221039-r909469358-Buko_Seaside_Bar_and_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
479,Buko Seaside Bar and Restaurant,Cebu City,5.0,"August 2, 2023",Awesome Restaurant,It is my second time here...always wanted to comeback because of the delicious and yummy foods they offer. Always worth it of its price. The ambiance at night is very relaxing and colorful.,Date of visit:,/ShowUserReviews-g298461-d25221039-r907384475-Buko_Seaside_Bar_and_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
480,Buko Seaside Bar and Restaurant,Cebu City,5.0,"August 2, 2023",Very Nice place & Serving Delicious food,"Very approachable customer service, good ambiance, nice view and most specially delecious foods..we will come back here again soon..thankyou so much!",Date of visit:,/ShowUserReviews-g298461-d25221039-r907384372-Buko_Seaside_Bar_and_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
481,Buko Seaside Bar and Restaurant,Cebu City,5.0,"July 31, 2023",Coco Beach,The best view and really good mango shake and pineapple shake too! Very close to the airport and right by the beach,Date of visit:,/ShowUserReviews-g298461-d25221039-r906861292-Buko_Seaside_Bar_and_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
482,Buko Seaside Bar and Restaurant,Cebu City,5.0,"July 22, 2023",Great view,"It was really good!! ❤️ view is great! 
Taste is great as well! 
I would come back again for sure yoyo",Date of visit:,/ShowUserReviews-g298461-d25221039-r904704471-Buko_Seaside_Bar_and_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
483,Redcrab cebu,Cebu City,5.0,"July 13, 2023",Awesome restaurant,"I really recommend their restaurant because this restaurant serve delicious foods. Like their kangkong, prawns and their shanghai rice.",Date of visit:,/ShowUserReviews-g298461-d16693367-r902599870-Redcrab_cebu-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
484,Redcrab cebu,Cebu City,5.0,"May 24, 2023",Black Pepper Crab Dish,"I love to keep on coming back here, specially because of my favorite dish which is the black pepper crab. It’s not just visually appealing and looks appetizing but it’s really taste delicious.",Date of visit:,/ShowUserReviews-g298461-d16693367-r891712628-Redcrab_cebu-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
485,Redcrab cebu,Cebu City,5.0,"May 24, 2023",Place you love to eat,"Aesthetic place, good ambiance
Great for dine in. I enjoyed the food they serve it's really delicious. I will recommend this to my friends",Date of visit:,/ShowUserReviews-g298461-d16693367-r891710778-Redcrab_cebu-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
486,Redcrab cebu,Cebu City,5.0,"May 24, 2023",Combo ,Woww !!! Fantastic experience. I love there food especially the crab. Perfect combination 😀😀 even though it's expensive but it's worth it,Date of visit:,/ShowUserReviews-g298461-d16693367-r891690424-Redcrab_cebu-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
487,Redcrab cebu,Cebu City,5.0,"May 19, 2023",Try to visit Redcrab Cebu and enjoy there food with friends and family...I promise  there food is so so much delicious you don't,"Me and my family visit Redcrab cebu and the food was very delicious ,We enjoy the food so much and make our stomach full..🥰🥰😚",Date of visit:,/ShowUserReviews-g298461-d16693367-r890994269-Redcrab_cebu-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
488,Redcrab cebu,Cebu City,5.0,"May 19, 2023",nice experience,"Looking for this foods combination is really a mouth watering,,😋 Really want to visit here again soon . garlic butter crab is delicious .",Date of visit:,/ShowUserReviews-g298461-d16693367-r890972627-Redcrab_cebu-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
489,Redcrab cebu,Cebu City,5.0,"May 16, 2023",😍😍😍😍,"I'll be honest, the foods is really good and the place is hella nice and elegant good for any occasions the price is worth it cause they bave the best foods and place.",Date of visit:,/ShowUserReviews-g298461-d16693367-r890540124-Redcrab_cebu-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
490,Redcrab cebu,Cebu City,5.0,"May 15, 2023",😍,The Red crab restuarant is so very nice and all of the food are so very delicious and all of the staff are so very kind😍💓,Date of visit:,/ShowUserReviews-g298461-d16693367-r890430767-Redcrab_cebu-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
491,Redcrab cebu,Cebu City,5.0,"May 15, 2023",Neatly place,"This place is so beautiful. Here you can see how neatly organized things are and very comfortable. And this place is very presentable because the place is clean and beautiful, you can really see that it is visited by tourists",Date of visit:,/ShowUserReviews-g298461-d16693367-r890418663-Redcrab_cebu-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
492,Redcrab cebu,Cebu City,5.0,"May 15, 2023",😋,The Red crab restaurant are so very nice place and all of the staff are so very nice and kind and all of the food are so very delicious 😋,Date of visit:,/ShowUserReviews-g298461-d16693367-r890384020-Redcrab_cebu-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
493,Redcrab cebu,Cebu City,5.0,"May 14, 2023",❤,The Red crab restuarant are so very nice and all of the food are so very affordable aand all of the staff are so very kind❤❤,Date of visit:,/ShowUserReviews-g298461-d16693367-r890278923-Redcrab_cebu-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
494,Redcrab cebu,Cebu City,5.0,"May 14, 2023",A Must visit restaurant ,"Great service and deliciously fresh served seafoods. They served huge crabs. Fresh from an aquarium, wherein you can choose from.",Date of visit:,/ShowUserReviews-g298461-d16693367-r890254105-Redcrab_cebu-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
495,Redcrab cebu,Cebu City,5.0,"May 13, 2023","Coconut Milk Prawns of Red Crab Restaurant is my favorate dish..This kind of dish remembered me a lot when I was a child,my mom ","This dish is so much delicious ,this is the one of  my favorite food specially when you eat this with a family or some friend. Food, in the end, in our own tradition, is something holy. It’s not about nutrients and calories. It’s about sharing....It’s about honesty. It’s about identity.” – Louise Fresco said..and this means to me a lot 🥰🥰thanks you...",Date of visit:,/ShowUserReviews-g298461-d16693367-r890113245-Redcrab_cebu-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
496,Redcrab cebu,Cebu City,5.0,"May 13, 2023",Perfect,"Friendly staff, delicious food. I love this place they serve amazing and delicious food, Perfect ambiance for family and friends",Date of visit:,/ShowUserReviews-g298461-d16693367-r890105349-Redcrab_cebu-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
497,Redcrab cebu,Cebu City,5.0,"May 12, 2023",Aesthetic,"Wow ! Fantastic place very nice ambiance ,  delicious food and very friendly staff. I will visit this place again.",Date of visit:,/ShowUserReviews-g298461-d16693367-r890029982-Redcrab_cebu-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
498,Gold Mango Grill & Restaurant,Cebu City,5.0,"August 19, 2023",Nice Places & Delicious Asian Food,"Great Food, verygood services, nice view & ambiance..nice services with smooth music its good foe couples & lovers..
Thank you so much Gold Mango Grill & Resturant it was a great experience to have me here in your restaurant.",Date of visit:,/ShowUserReviews-g298461-d4843194-r911403000-Gold_Mango_Grill_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
499,Gold Mango Grill & Restaurant,Cebu City,4.0,"August 19, 2023",Nice ambiance Restaurant,Food is great and cant even stand because im so full...staffs are very accomodating and we didnt wait long for our order...worth it!,Date of visit:,/ShowUserReviews-g298461-d4843194-r911402561-Gold_Mango_Grill_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
500,Gold Mango Grill & Restaurant,Cebu City,5.0,"July 28, 2023",Good food!,Few selection of food and their food is good.we loved the pasta and the interior is chic and the waiters are very quick and polite.,Date of visit:,/ShowUserReviews-g298461-d4843194-r906173994-Gold_Mango_Grill_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
501,Gold Mango Grill & Restaurant,Cebu City,5.0,"July 25, 2023",Great experience.,"I came to have a dinner with my korean family and we loved the food and experience.
We had a VIP room for us to enjoy our moment in Phillipines.
The food came quick and they were very friendly to our family. Great experience.
I...recommend this restaurant.",Date of visit:,/ShowUserReviews-g298461-d4843194-r905435104-Gold_Mango_Grill_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
502,Gold Mango Grill & Restaurant,Cebu City,5.0,"July 23, 2023",Amazing resto,Looking for nice restaurant in Lapu Lapu? Look for Goldmango! Great food plus great people equals great place to be! Come and visit you will surely be in love of this restaurant!,Date of visit:,/ShowUserReviews-g298461-d4843194-r904909748-Gold_Mango_Grill_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
503,Gold Mango Grill & Restaurant,Cebu City,5.0,"July 22, 2023",망고,"so delicious cebu kind nice many korean
happy hour
discount at instargram
with family
good
cebu
near the beach
정말 맛있어요 모두들 친절합니다
세부에있는 세부맛집
세부세부 맛집
가족끼리 연인끼리 좋아오 많이 오세요 세부 맛집이요",Date of visit:,/ShowUserReviews-g298461-d4843194-r904696870-Gold_Mango_Grill_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
504,Gold Mango Grill & Restaurant,Cebu City,5.0,"July 19, 2023",Food is so good!,"The quality and taste of all food was good.
The staff are so kind and the atmosphere is good, so I think it's a good restaurant to come with anyone!",Date of visit:,/ShowUserReviews-g298461-d4843194-r904060975-Gold_Mango_Grill_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
505,Gold Mango Grill & Restaurant,Cebu City,5.0,"July 10, 2023",Excellent service and good food not pricey,"Food is nice and the price is good.Staffs are nice and helpful too.Until now I am still full,I guess I eat to much 🥰 I recommend everyone to try this restaurant",Date of visit:,/ShowUserReviews-g298461-d4843194-r901947704-Gold_Mango_Grill_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
506,Gold Mango Grill & Restaurant,Cebu City,5.0,"July 9, 2023",Come and eat,"Here is very nice and clean
All staff is friendly and kind:)
And best part is obviously grilled platter
And blue creb rose pasta is also great!!",Date of visit:,/ShowUserReviews-g298461-d4843194-r901633152-Gold_Mango_Grill_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
507,Gold Mango Grill & Restaurant,Cebu City,5.0,"July 2, 2023",Goooooood place,"It's a very friendly service. I like the variety of menus and tastes.

I had a great time with my family.",Date of visit:,/ShowUserReviews-g298461-d4843194-r899724353-Gold_Mango_Grill_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
508,Gold Mango Grill & Restaurant,Cebu City,5.0,"June 29, 2023",good place,"good place to have a dinner with family. high price but nice place, clean and good dish. you can eat various kinds of global food included php dish.",Date of visit:,/ShowUserReviews-g298461-d4843194-r898849724-Gold_Mango_Grill_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
509,Gold Mango Grill & Restaurant,Cebu City,5.0,"June 26, 2023",great environment and excellent service.,"great environment and excellent service.
Reasonable price and pretty food style. Suits for foreigners.",Date of visit:,/ShowUserReviews-g298461-d4843194-r898110471-Gold_Mango_Grill_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
510,Gold Mango Grill & Restaurant,Cebu City,5.0,"June 23, 2023",Very Nice place & Serving Delicious food,The food they served was so good & it was so delicious. Theyre waiter is very approaching. And good place thanks gold mango we will come back here again soon!,Date of visit:,/ShowUserReviews-g298461-d4843194-r897175726-Gold_Mango_Grill_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
511,Gold Mango Grill & Restaurant,Cebu City,5.0,"June 6, 2023",Great,"I went here again!!
Every dishes are so delicious
And the staffs are so kind
I had a really good time here with my family",Date of visit:,/ShowUserReviews-g298461-d4843194-r893662390-Gold_Mango_Grill_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
512,Gold Mango Grill & Restaurant,Cebu City,5.0,"June 5, 2023",Perfect👍🏻,"Food, mood, service .. everything was just perfect
I’m fully satisfied with here!
I’m willing to visit here again",Date of visit:,/ShowUserReviews-g298461-d4843194-r893519874-Gold_Mango_Grill_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
513,Scape Skydeck,Cebu City,4.0,"August 24, 2023",Scape Sky Deck Mactan <3,"Scape Sky deck Mactan is such a wonderful place that you can grab breakfast, lunch and also dinner. You can go with your families or loved ones and especially you can also enjoy it alone if you want. The staff are very friendly especially to...Mr. Joval which he really approached us with a smile and very kind attitude. Staffs are very friendly also and they really welcome us with smiles as soon as we come at the restaurant. Over all it was 10/10 experience for me and to my sister. Thank youuuu and godbless!.",Date of visit:,/ShowUserReviews-g298461-d9732111-r912598528-Scape_Skydeck-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
514,Scape Skydeck,Cebu City,5.0,"July 25, 2023",Awesome experience :),"We had a fantastic time. The view was superb. The drinks and meal were excellent. I want to thank Rica, the bartender, for creating the cocktails and being so accommodating throughout our entire meal. We'll definitely be back soon.",Date of visit:,/ShowUserReviews-g298461-d9732111-r905378605-Scape_Skydeck-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
515,Scape Skydeck,Cebu City,5.0,"June 13, 2023","""Most enjoyable Great vibes""",I would like to start by recommending Scape Skydeck Restaurant not only for the view and experience. The food was wonderful and would definitely go back again. Thank you also to our server John. He was friendly and made our nite most enjoyable. See you...again soon Scape Skydeck.Salamat.,Date of visit:,/ShowUserReviews-g298461-d9732111-r894747595-Scape_Skydeck-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
516,Scape Skydeck,Cebu City,5.0,"June 12, 2023",Must visit place,"We had a great time at Scape watching the sunset, eating dinner,and having drinks. Our server Remy was great and made our night outstanding.",Date of visit:,/ShowUserReviews-g298461-d9732111-r894546927-Scape_Skydeck-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
517,Scape Skydeck,Cebu City,5.0,"June 8, 2023",Rooftop over Cebu,Great location and we will be back soon. We have been here twice and the food and Remy‘s service is the best in town. We like that special rooftop in Cebu. 5 stars ++++++++,Date of visit:,/ShowUserReviews-g298461-d9732111-r893954958-Scape_Skydeck-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
518,Scape Skydeck,Cebu City,5.0,"June 2, 2023","Great experience, ambience, dinner and exceptional service from Rodel.","This is my 3rd time visiting scape skydeck and the experience just got better each time. Especially with the very friendly waiters particularly Rodel, whose contagious laughter and cheerfulness, brightens up the night. Alongside his big wide smile, Rodel's reccommendations of dishes and cocktails had...been spot-on each time. Coupled with live music every Friday night and a beautiful 360 scenic view from the roof deck, this is a place that is memorable even for a simple dinner.",Date of visit:,/ShowUserReviews-g298461-d9732111-r893081799-Scape_Skydeck-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
519,Scape Skydeck,Cebu City,5.0,"June 2, 2023",HIGHLY RECOMMENDED ROOFDECK RESTO 🩷🩷🩷,"This place is spot on a great resto! Exceptional view too. We kept coming back with my partner for the amazing dishes they are serving, as well as the perfect service! The waiters, staff are super nice. (Shout out to Mr. Rodel Halop for the...most accommodating service ever!) We will surely come back for more 🩷",Date of visit:,/ShowUserReviews-g298461-d9732111-r893081084-Scape_Skydeck-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,restaurant,,,,,
