,url,name,location,review_count,address,rating,rating_description,price_range,cuisines,special_diets,rating_Food,rating_Service,rating_Value,meals,rating_Atmosphere,features,about,type,rating_Location,rating_Cleanliness,Property_amenities,Room_features,Room_types,hotel_class,walkability_score,walkability_description,nearby_restaurant_count,nearby_attraction_count,room_count,old_name,operating_hours,trip_duration,site_type,entrance_fee
40,https://www.tripadvisor.com.ph/Restaurant_Review-g298460-d1914947-Reviews-Feria-Cebu_City_Cebu_Island_Visayas.html,Feria,Cebu City,886,"Serging Osmena Boulevard Corner of Juan Luna Avenue Radisson Blu Hotel, Mabolo, Cebu City 6000 Philippines",4.5,Very Good,,"Japanese, Indian, Filipino, International, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5,4.5,4.5,"Breakfast, Lunch, Dinner, Brunch",4.0,,,restaurant,,,,,,,,,,,,,,,,
41,https://www.tripadvisor.com.ph/Restaurant_Review-g298461-d1205918-Reviews-Abaca_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,Abaca Restaurant,Cebu City,588,"Punta Engano Road Abaca Resort, Lapu Lapu Philippines",4.5,Very Good,,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5,4.5,4.0,"Lunch, Dinner, Brunch, Late Night",4.5,,,restaurant,,,,,,,,,,,,,,,,
42,https://www.tripadvisor.com.ph/Restaurant_Review-g298460-d10673137-Reviews-The_Pig_Palm-Cebu_City_Cebu_Island_Visayas.html,The Pig & Palm,Cebu City,229,"Msy Tower Pescadores Road, Cebu City 6004 Philippines",4.5,Very Good,"₱567 - ₱1,700","European, Gastropub","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5,4.5,4.0,,,,,restaurant,,,,,,,,,,,,,,,,
43,https://www.tripadvisor.com.ph/Restaurant_Review-g608518-d14132047-Reviews-Marble_Grain_Steakhouse-Mandaue_Cebu_Island_Visayas.html,Marble + Grain Steakhouse,Cebu City,145,"Ouano Avenue Ground floor Bai Hotel Cebu, Cor. Seno Boulevard, North Reclamation Area, Mandaue 6014 Philippines",4.5,Very Good,"₱1,000 - ₱3,000",Steakhouse,,4.5,4.5,4.0,"Lunch, Dinner",,,,restaurant,,,,,,,,,,,,,,,,
44,https://www.tripadvisor.com.ph/Restaurant_Review-g298460-d10229090-Reviews-Vikings_Luxury_Buffet_SM_City_Cebu-Cebu_City_Cebu_Island_Visayas.html,"Vikings Luxury Buffet, SM City Cebu",Cebu City,453,"Juan Luna Ext 2/F The Northwing, SM City, Cebu City 6000 Philippines",4.5,Very Good,₱888 - ₱988,"Chinese, Japanese, American, Filipino, Sushi, Asian","Vegan Options, Gluten Free Options, Vegetarian Friendly",4.5,4.5,4.5,,,,,restaurant,,,,,,,,,,,,,,,,
45,https://www.tripadvisor.com.ph/Restaurant_Review-g298460-d12970432-Reviews-Shawarma_Gourmet-Cebu_City_Cebu_Island_Visayas.html,Shawarma Gourmet,Cebu City,143,"Escario Central Mall Escario Street Barangay Camputhaw Escario Central Mall, Cebu City 6000 Philippines",4.5,Very Good,"₱4,249 - ₱22,663","Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",4.5,4.5,4.5,,,,,restaurant,,,,,,,,,,,,,,,,
46,https://www.tripadvisor.com.ph/Restaurant_Review-g298460-d2417335-Reviews-Cafe_Marco-Cebu_City_Cebu_Island_Visayas.html,Cafe Marco,Cebu City,298,"Cebu Veterans Drive Marco Polo Plaza, Nivel Hills, Apas, Cebu City 6000 Philippines",4.5,Very Good,,"Japanese, Filipino, International, Asian","Vegetarian Friendly, Gluten Free Options, Vegan Options",4.5,4.5,4.0,"Breakfast, Lunch, Dinner, Brunch",4.5,,,restaurant,,,,,,,,,,,,,,,,
47,https://www.tripadvisor.com.ph/Restaurant_Review-g298461-d1724564-Reviews-Tides_at_Shangri_La_Mactan_Cebu-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,"Tides at Shangri-La Mactan, Cebu",Cebu City,703,"Punta Engano Road, Lapu Lapu 6015 Philippines",4.5,Very Good,"₱567 - ₱2,833","American, International, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5,4.5,3.5,,4.5,,,restaurant,,,,,,,,,,,,,,,,
48,https://www.tripadvisor.com.ph/Restaurant_Review-g298461-d25252450-Reviews-Labuyo_Native_Restaurant-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,Labuyo Native Restaurant,Cebu City,48,"Looc Maribago M. L. Quezon National Highway WeOcean Beside Karancho Resort, Lapu Lapu 6015 Philippines",5.0,Excellent,"₱8,499 - ₱28,329","Filipino, Asian",,5.0,5.0,5.0,"Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks",,,,restaurant,,,,,,,,,,,,,,,,
49,https://www.tripadvisor.com.ph/Restaurant_Review-g298460-d6503299-Reviews-Circa_1900-Cebu_City_Cebu_Island_Visayas.html,Circa 1900,Cebu City,290,"Sanjercasvil Road, Gorordo Avenue, Lahug, Cebu City 6000 Philippines",4.5,Very Good,,"European, International, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5,4.5,4.0,"Lunch, Dinner, Late Night",4.5,,,restaurant,,,,,,,,,,,,,,,,
50,https://www.tripadvisor.com.ph/Restaurant_Review-g298461-d1724560-Reviews-Acqua_at_Shangri_La_Mactan_Cebu-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,"Acqua at Shangri-La Mactan, Cebu",Cebu City,391,"Punta Engano Road, Lapu Lapu 6015 Philippines",4.0,Very Good,"₱567 - ₱3,399","Italian, Pizza, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.0,4.0,3.5,,4.5,,,restaurant,,,,,,,,,,,,,,,,
51,https://www.tripadvisor.com.ph/Restaurant_Review-g608518-d14133208-Reviews-UME_Japanese_Cuisine-Mandaue_Cebu_Island_Visayas.html,UME Japanese Cuisine,Cebu City,112,"Ouano Avenue cor. Seno Boulevard North, Ground Floor, Bai Hotel Cebu, Mandaue 6014 Philippines",5.0,Excellent,"₱1,000 - ₱3,000","Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options",4.5,4.5,4.5,,,,,restaurant,,,,,,,,,,,,,,,,
52,https://www.tripadvisor.com.ph/Restaurant_Review-g298461-d1724558-Reviews-Cowrie_Cove_at_Shangri_La_Mactan_Cebu-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,"Cowrie Cove at Shangri-La Mactan, Cebu",Cebu City,397,"Punta Engano Road, Lapu Lapu 6015 Philippines",4.0,Very Good,"₱1,133 - ₱5,666","Seafood, Fusion","Vegetarian Friendly, Gluten Free Options",4.0,4.5,3.5,"Dinner, Late Night, Drinks",4.5,"Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Live Music","The Cowrie Cove Seafood Bar and Grill experience is a surfeit of sensation: brightly lit fish tanks at the entrance, a location overlooking a calm sea and exquisitely prepared dishes. Well-thought-out spaces include a lower deck open to the night sky and 2 private rooms for intimate celebrations. The bar is a vibrant outpost humming with energy, and enthusiastic bartenders put on entertaining displays. Signature cocktails pair well with a small, carefully chosen menu of appetizing bites.",restaurant,,,,,,,,,,,,,,,,
53,https://www.tripadvisor.com.ph/Restaurant_Review-g298460-d3773970-Reviews-Puso_Bistro_Bar-Cebu_City_Cebu_Island_Visayas.html,Puso Bistro & Bar,Cebu City,242,"Quest Hotel & Conference Center - Cebu Archbishop Reyes Avenue,, Cebu City 6000 Philippines",4.5,Very Good,,"Filipino, Asian, International","Vegetarian Friendly, Gluten Free Options, Vegan Options",4.5,4.5,4.5,"Lunch, Breakfast, Dinner, Brunch",4.5,,,restaurant,,,,,,,,,,,,,,,,
54,https://www.tripadvisor.com.ph/Restaurant_Review-g298460-d1062824-Reviews-Anzani-Cebu_City_Cebu_Island_Visayas.html,Anzani,Cebu City,481,"Lahug Nivel Hills Lahug, Cebu City 6000 Philippines",4.0,Very Good,"₱320 - ₱1,650","Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.0,4.5,3.5,,4.5,,,restaurant,,,,,,,,,,,,,,,,
55,https://www.tripadvisor.com.ph/Restaurant_Review-g667507-d12723022-Reviews-Enye_by_Chele_Gonzalez-Mactan_Island_Cebu_Island_Visayas.html,Enye by Chele Gonzalez,Cebu City,85,"Seascapes Resort Town Crimson Resort & Spa Mactan, 6015 Philippines",5.0,Excellent,,"Spanish, International, European, Grill, Fusion, Wine Bar","Vegetarian Friendly, Gluten Free Options",4.5,5.0,4.5,Dinner,,,,restaurant,,,,,,,,,,,,,,,,
56,https://www.tripadvisor.com.ph/Restaurant_Review-g298460-d1653193-Reviews-AA_BBQ-Cebu_City_Cebu_Island_Visayas.html,AA BBQ,Cebu City,632,"Salinas Drive Lahug, Cebu City 6000 Philippines",4.0,Very Good,,"Filipino, Seafood, Barbecue, Asian",,4.0,3.5,4.0,"Lunch, Dinner, Brunch, Late Night",3.5,"Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",,restaurant,,,,,,,,,,,,,,,,
57,https://www.tripadvisor.com.ph/Restaurant_Review-g298461-d17456121-Reviews-Cabana_Grill_and_Seafood-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,Cabana Grill and Seafood,Cebu City,50,"Punta Engano Road 2Floor The Mark Resort & Spa, Lapu Lapu 6015 Philippines",5.0,Excellent,"₱290 - ₱1,950","Italian, Filipino, Seafood, Barbecue, Asian, Grill",,4.5,5.0,4.5,"Lunch, Breakfast, Dinner, Drinks",,,,restaurant,,,,,,,,,,,,,,,,
58,https://www.tripadvisor.com.ph/Restaurant_Review-g298460-d10146222-Reviews-House_of_Lechon-Cebu_City_Cebu_Island_Visayas.html,House of Lechon,Cebu City,433,"Acacia Street, Cebu City 6000 Philippines",4.0,Very Good,,"Filipino, Asian",,4.0,4.0,4.0,"Lunch, Dinner, Brunch",,"Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service",,restaurant,,,,,,,,,,,,,,,,
59,https://www.tripadvisor.com.ph/Restaurant_Review-g298460-d2338110-Reviews-Zubuchon-Cebu_City_Cebu_Island_Visayas.html,Zubuchon,Cebu City,1177,"One Mango Mall / Escario Central /The Walk IT Park/Marina Mall Mactan Several Locations, Cebu City 6000 Philippines",4.0,Very Good,₱227 - ₱453,"Filipino, Asian",,4.0,4.0,4.0,"Lunch, Dinner, Brunch",4.0,,,restaurant,,,,,,,,,,,,,,,,
60,https://www.tripadvisor.com.ph/Restaurant_Review-g298461-d23760920-Reviews-Pho19_Mactan-Lapu_Lapu_Mactan_Island_Cebu_Island_Visayas.html,Pho19 - Mactan,Cebu City,34,"Island Central Mactan Mall 2nd Floor, Island Central Mactan Mall, Lapu Lapu CEBU 6015 Philippines",5.0,Excellent,₱113 - ₱397,"Asian, Vietnamese",,5.0,5.0,5.0,"Lunch, Dinner, Drinks",5.0,,,restaurant,,,,,,,,,,,,,,,,
30,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d320854-Reviews-Basilica_del_Santo_Nino-Cebu_City_Cebu_Island_Visayas.html,Basilica del Santo Niño,Cebu City,2169,"Osmena Boulevard, Cebu City 6000 Philippines",4.5,Very Good,,,,,,,,,,This famous church dates back to the early Spanish colonial era. The Church was founded by the Augustinian friars since their arrival in 1565. You could also find in the church the miraculous image of Sto. Nino (Child-Jesus).,tourist_sites,,,,,,,,,,,,,5:00 AM - 7:00 PM,,"Speciality Museums,Religious Sites",8468.818
31,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d320857-Reviews-Casa_Gorordo_Museum-Cebu_City_Cebu_Island_Visayas.html,Casa Gorordo Museum,Cebu City,548,"35 Eduardo Aboitiz St, Cebu City 6000 Philippines",4.5,Very Good,,,,,,,,,,"Casa Gorordo is a house museum located in the historic Parian district of Cebu, the oldest city in the Philippines. Built in the 1850's, it lived through several important social changes that shaped modern Filipino identity. A tour of the house provides visitors insightful glimpses into the history of Cebu and the rich cultural heritage of Cebuanos. The museum is one of the Philippines' National Historical Landmarks.",tourist_sites,,,,,,,,,,,,,9:00 AM - 5:00 PM,1-2 hours,Speciality Museums,13610.576000000001
32,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d1475801-Reviews-Ayala_Center_Cebu-Cebu_City_Cebu_Island_Visayas.html,Ayala Center Cebu,Cebu City,1824,"Cebu Business Park , Archbishop Reyes Avenue, Cebu City 6000 Philippines",4.5,Very Good,,,,,,,,,,,tourist_sites,,,,,,,,,,,,,10:00 AM - 10:00 PM,,Shopping Malls,6032.206
33,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d320853-Reviews-Fort_San_Pedro-Cebu_City_Cebu_Island_Visayas.html,Fort San Pedro,Cebu City,1326,"A.Pigafetta, Cebu City 6000 Philippines",4.0,Very Good,,,,,,,,,,This fort was built in the early 1700s to protect against Muslim raids.,tourist_sites,,,,,,,,,,,,,7:00 AM - 7:00 PM,,Historic Sites,20197.451904761903
34,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d320852-Reviews-Magellan_s_Cross-Cebu_City_Cebu_Island_Visayas.html,Magellan's Cross,Cebu City,1830,,4.0,Very Good,,,,,,,,,,This is the spot where Ferdinand Magellan planted a cross in the soil in 1521 and claimed the Philippines for Spain.,tourist_sites,,,,,,,,,,,,,,,Historic Sites,11501.993333333334
35,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d1484752-Reviews-Taoist_Temple-Cebu_City_Cebu_Island_Visayas.html,Taoist Temple,Cebu City,1492,"Beverly Hills, Cebu City 6000 Philippines",4.0,Very Good,,,,,,,,,,,tourist_sites,,,,,,,,,,,,,,,Religious Sites,18798.383157894736
36,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d1784733-Reviews-Tops_Lookout-Cebu_City_Cebu_Island_Visayas.html,Tops Lookout,Cebu City,1004,"Tops Road, Cebu City 6000 Philippines",4.0,Very Good,,,,,,,,,,This property is temporary closed,tourist_sites,,,,,,,,,,,,,,,Observation Decks & Towers,7945.697333333333
37,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d16717756-Reviews-Cebu_Ocean_Park-Cebu_City_Cebu_Island_Visayas.html,Cebu Ocean Park,Cebu City,84,"South Road Properties SM Seaside Complex, Cebu City 6000 Philippines",4.5,Very Good,,,,,,,,,,"We are the largest Oceanarium in the Philippines aiming to provide both our visitors and community a unique marine-life experience to achieve our dream to educate, conserve and inspire. What drives us? Young and old, we want to see the spark of child-like wonder in your eyes when you see something captivating for the first time. Young and old, we want to touch your lives, and that includes our animal friends! We want to be the center of your experience — to touch a starfish for the first time, to feel the excitement of a first date, to celebrate all your milestones, to forge bonds with your colleagues, or to simply just spend some quality time with your loved ones. Let’s all embrace the kid inside us as we discover how nature holds the greatest magic of all.",tourist_sites,,,,,,,,,,,,,10:00 AM - 6:00 PM,2-3 hours,"Amusement & Theme Parks,Aquariums",6791.619999999999
38,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d1806181-Reviews-Museo_Sugbo-Cebu_City_Cebu_Island_Visayas.html,Museo Sugbo,Cebu City,224,"M. J. Cuenco Avenue, Cebu City 6000 Philippines",4.0,Very Good,,,,,,,,,,,tourist_sites,,,,,,,,,,,,,,,Speciality Museums,6628.171333333332
39,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d1520123-Reviews-Yap_Sandiego_Ancestral_House-Cebu_City_Cebu_Island_Visayas.html,Yap Sandiego Ancestral House,Cebu City,575,"155 Mabini St. Parian, Cebu City 6000 Philippines",4.0,Very Good,,,,,,,,,,One of the oldest residential structure in the Philippines.,tourist_sites,,,,,,,,,,,,,8:00 AM - 7:00 PM,< 1 hour,Historic Sites,33192.21928571428
40,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d11759529-Reviews-Sirao_Flower_Garden-Cebu_City_Cebu_Island_Visayas.html,Sirao Flower Garden,Cebu City,276,"Busay, Cebu City 6000 Philippines",4.0,Very Good,,,,,,,,,,,tourist_sites,,,,,,,,,,,,,7:00 AM - 6:00 PM,< 1 hour,Gardens,26049.823333333334
41,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d2233349-Reviews-1730_Jesuit_House-Cebu_City_Cebu_Island_Visayas.html,1730 Jesuit House,Cebu City,179,"Zulueta Street Parian, Cebu City 6000 Philippines",4.5,Very Good,,,,,,,,,,,tourist_sites,,,,,,,,,,,,,,,Historic Sites,8900.339333333333
42,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d7396423-Reviews-Temple_of_Leah-Cebu_City_Cebu_Island_Visayas.html,Temple of Leah,Cebu City,609,"Roosevelt Street Busay, Cebu City 6000 Philippines",3.5,Average,,,,,,,,,,,tourist_sites,,,,,,,,,,,,,,,Religious Sites,38331.0925
43,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d12176379-Reviews-University_of_San_Carlos_Museum-Cebu_City_Cebu_Island_Visayas.html,University of San Carlos Museum,Cebu City,236,"Pelaez Street University of San Carlos, Cebu City 6000 Philippines",4.5,Very Good,,,,,,,,,,,tourist_sites,,,,,,,,,,,,,,1-2 hours,History Museums,7060.764
44,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d1488648-Reviews-Cebu_Metropolitan_Cathedral-Cebu_City_Cebu_Island_Visayas.html,Cebu Metropolitan Cathedral,Cebu City,171,,4.5,Very Good,,,,,,,,,,,tourist_sites,,,,,,,,,,,,,,,Religious Sites,3972.325
45,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d2559471-Reviews-Cebu_Heritage_Monument-Cebu_City_Cebu_Island_Visayas.html,Cebu Heritage Monument,Cebu City,332,"Colon Street, Parian Plaza, Cebu City 6000 Philippines",4.0,Very Good,,,,,,,,,,,tourist_sites,,,,,,,,,,,,,,,Monuments & Statues,18991.57909090909
46,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d320855-Reviews-Jumalon_Butterfly_Sanctuary-Cebu_City_Cebu_Island_Visayas.html,Jumalon Butterfly Sanctuary,Cebu City,105,"J.N. Jumalon Street, Cebu City 6000 Philippines",4.0,Very Good,,,,,,,,,,See rare butterflies at the only park of its kind in the Philippines.,tourist_sites,,,,,,,,,,,,,9:00 AM - 5:00 PM,,Nature & Wildlife Areas,8456.373333333333
47,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d8853837-Reviews-SM_Seaside_City_Cebu-Cebu_City_Cebu_Island_Visayas.html,SM Seaside City Cebu,Cebu City,301,,4.0,Very Good,,,,,,,,,,,tourist_sites,,,,,,,,,,,,,,More than 3 hours,Shopping Malls,13842.628571428571
48,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d2086858-Reviews-Colon_Street-Cebu_City_Cebu_Island_Visayas.html,Colon Street,Cebu City,620,,3.5,Average,,,,,,,,,,,tourist_sites,,,,,,,,,,,,,,,Historic Sites,6442.562666666667
49,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d2103326-Reviews-Mountain_View_Nature_s_Park-Cebu_City_Cebu_Island_Visayas.html,Mountain View Nature s Park,Cebu City,211,"Sitio Garahe Busay, Cebu City 6004 Philippines",4.0,Very Good,,,,,,,,,,,tourist_sites,,,,,,,,,,,,,,,"Nature & Wildlife Areas,Water Parks",6826.981999999999
50,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d1818289-Reviews-Taboan_Public_Market-Cebu_City_Cebu_Island_Visayas.html,Taboan Public Market,Cebu City,119,"Pahina Central, Cebu City 6000 Philippines",4.0,Very Good,,,,,,,,,,,tourist_sites,,,,,,,,,,,,,,,Flea & Street Markets,6594.328666666667
51,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d9885785-Reviews-Sugbo_Mercado-Cebu_City_Cebu_Island_Visayas.html,Sugbo Mercado,Cebu City,104,"Inez Villa St Garden Bloc, IT Park, Cebu City 6000 Philippines",4.5,Very Good,,,,,,,,,,"“The Biggest Weekend Food Market In Cebu” Sugbo Mercado opened on September 25, 2015, with the goal of being the first and biggest year-round weekly food market in Cebu and as a venue for the best of the best of Cebu as well as budding new players in the local food industry to showcase their products in a tour de force of local pride.",tourist_sites,,,,,,,,,,,,,5:00 PM - 2:00 AM,1-2 hours,Points of Interest & Landmarks,8440.796
52,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d3534460-Reviews-Carmelite_Monastery_Cebu_City-Cebu_City_Cebu_Island_Visayas.html,Carmelite Monastery Cebu City,Cebu City,72,"Pope John Paul II Ave Mabolo, Cebu City 6000 Philippines",4.5,Very Good,,,,,,,,,,,tourist_sites,,,,,,,,,,,,,,,Religious Sites,
53,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d9716443-Reviews-Robinsons_Galleria_Cebu-Cebu_City_Cebu_Island_Visayas.html,Robinsons Galleria Cebu,Cebu City,109,"General Maxicom Ave Tejero, Cebu City 6000 Philippines",4.0,Very Good,,,,,,,,,,,tourist_sites,,,,,,,,,,,,,,2-3 hours,"Department Stores,Shopping Malls",6663.532666666667
54,https://www.tripadvisor.com.ph/Attraction_Review-g298460-d4305640-Reviews-Fuente_Osmena-Cebu_City_Cebu_Island_Visayas.html,Fuente Osmena,Cebu City,225,"Osmena Cir, Cebu City 6000 Philippines",3.5,Average,,,,,,,,,,,tourist_sites,,,,,,,,,,,,,,,Points of Interest & Landmarks,8556.266
